,AST,AST_RANK,BLK,BLKA,BLKA_RANK,BLK_RANK,COURT_STATUS,DREB,DREB_RANK,FG3A,FG3A_RANK,FG3M,FG3M_RANK,FG3_PCT,FG3_PCT_RANK,FGA,FGA_RANK,FGM,FGM_RANK,FG_PCT,FG_PCT_RANK,FTA,FTA_RANK,FTM,FTM_RANK,FT_PCT,FT_PCT_RANK,GP,GP_RANK,GROUP_SET,L,L_RANK,MIN,MIN_RANK,OREB,OREB_RANK,PF,PFD,PFD_RANK,PF_RANK,PLUS_MINUS,PLUS_MINUS_RANK,PTS,PTS_RANK,REB,REB_RANK,STL,STL_RANK,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,TOV_RANK,VS_PLAYER_ID,VS_PLAYER_NAME,W,W_PCT,W_PCT_RANK,W_RANK
0,20,17,1,3,1,17,On,31,17,27,17,6,17,0.222,17,79,17,30,17,0.38,17,25,17,18,17,0.72,16,6,16,On/Off Court,6,2,47.9116666667,16,10,17,27,20,17,2,-26.0,7,84,17,41,17,7,17,DAL,1610612742,Dallas Mavericks,12.0,2,203112,"Acy, Quincy",0,0.0,17,17
1,241,7,48,50,11,7,On,354,8,369,7,112,7,0.304,16,1035,7,430,7,0.415,15,269,7,217,7,0.807,8,40,5,On/Off Court,28,13,603.42,7,124,7,235,261,7,11,-119.0,16,1189,7,478,7,104,7,DAL,1610612742,Dallas Mavericks,148.0,10,1626147,"Anderson, Justin",12,0.3,12,8
2,172,12,38,23,6,10,On,284,11,262,11,82,12,0.313,15,751,11,326,11,0.434,11,156,11,133,10,0.853,2,18,13,On/Off Court,12,3,443.961666667,11,72,11,165,199,10,6,-15.0,5,867,12,356,11,62,10,DAL,1610612742,Dallas Mavericks,111.0,7,200826,"Barea, J.J.",6,0.333,9,11
3,642,1,121,99,16,1,On,969,1,967,2,348,2,0.36,9,2675,1,1182,1,0.442,8,536,1,425,1,0.793,9,44,1,On/Off Court,29,16,1572.60666667,1,257,1,629,626,1,17,-98.0,15,3137,1,1226,1,249,1,DAL,1610612742,Dallas Mavericks,401.0,17,203084,"Barnes, Harrison",15,0.341,7,1
4,193,10,37,37,9,11,On,361,7,303,9,103,10,0.34,13,869,8,364,9,0.419,14,159,10,130,11,0.818,6,22,11,On/Off Court,16,7,517.878333333,9,91,8,202,201,9,9,-28.0,8,961,9,452,8,73,9,DAL,1610612742,Dallas Mavericks,148.0,10,101106,"Bogut, Andrew",6,0.273,13,11
5,90,13,21,21,4,13,On,120,14,135,14,48,14,0.356,12,328,14,151,14,0.46,1,112,14,88,14,0.786,12,29,9,On/Off Court,22,9,197.381666667,14,44,13,83,95,14,4,10.0,3,438,14,164,14,37,13,DAL,1610612742,Dallas Mavericks,62.0,4,1627852,"Brussino, Nicolas",7,0.241,14,10
6,435,4,85,66,13,3,On,644,4,673,4,254,4,0.377,2,1808,4,797,4,0.441,9,370,3,293,4,0.792,10,40,5,On/Off Court,26,11,1067.09666667,4,173,3,413,409,4,14,-32.0,9,2141,4,817,4,169,3,DAL,1610612742,Dallas Mavericks,260.0,14,203552,"Curry, Seth",14,0.35,4,5
7,396,5,73,59,12,5,On,564,5,596,5,214,5,0.359,10,1533,5,678,5,0.442,7,323,6,251,6,0.777,13,43,3,On/Off Court,28,13,911.828333333,5,165,5,367,345,6,13,-14.0,4,1821,5,729,5,162,5,DAL,1610612742,Dallas Mavericks,227.0,13,1627827,"Finney-Smith, Dorian",15,0.349,5,1
8,90,13,17,22,5,14,On,134,13,148,13,53,13,0.358,11,386,13,156,13,0.404,16,115,13,93,13,0.809,7,17,14,On/Off Court,13,4,231.21,13,39,14,101,101,13,5,-83.0,14,458,13,173,13,33,14,DAL,1610612742,Dallas Mavericks,73.0,5,1626780,"Gibson, Jonathan",4,0.235,15,14
9,36,15,13,14,3,15,On,58,15,52,15,21,15,0.404,1,139,15,63,15,0.453,2,46,15,32,15,0.696,17,17,14,On/Off Court,14,6,76.6983333333,15,22,15,30,37,15,3,30.0,2,179,15,80,15,10,16,DAL,1610612742,Dallas Mavericks,21.0,3,1627773,"Hammons, AJ",3,0.176,16,15
10,192,11,26,37,9,12,On,255,12,251,12,91,11,0.363,7,727,12,323,12,0.444,5,188,8,158,8,0.84,3,28,10,On/Off Court,16,7,432.75,12,78,10,181,190,11,8,-18.0,6,895,11,333,12,59,11,DAL,1610612742,Dallas Mavericks,104.0,6,2734,"Harris, Devin",12,0.429,2,8
11,26,16,5,6,2,16,On,35,16,40,16,15,16,0.375,4,92,16,41,16,0.446,4,28,16,25,16,0.893,1,6,16,On/Off Court,3,1,46.9983333333,17,15,16,19,22,16,1,47.0,1,122,16,50,16,14,15,DAL,1610612742,Dallas Mavericks,9.0,1,203510,"Jackson, Pierre",3,0.5,1,15
12,620,2,110,103,17,2,On,944,2,978,1,354,1,0.362,8,2590,2,1115,2,0.431,12,512,2,405,2,0.791,11,43,3,On/Off Court,28,13,1522.79666667,2,247,2,608,573,2,16,-173.0,17,2989,2,1191,2,240,2,DAL,1610612742,Dallas Mavericks,378.0,16,202083,"Matthews, Wesley",15,0.349,5,1
13,194,9,46,30,7,8,On,314,10,335,8,112,7,0.334,14,854,9,371,8,0.434,10,185,9,135,9,0.73,15,39,7,On/Off Court,26,11,527.971666667,8,87,9,222,215,8,10,-39.0,10,989,8,401,9,93,8,DAL,1610612742,Dallas Mavericks,135.0,9,1626257,"Mejri, Salah",13,0.333,9,6
14,210,8,45,36,8,9,On,331,9,303,9,110,9,0.363,6,833,10,354,10,0.425,13,146,12,122,12,0.836,4,19,12,On/Off Court,13,4,473.458333333,10,68,12,172,186,12,7,-73.0,13,940,10,399,10,47,12,DAL,1610612742,Dallas Mavericks,122.0,8,1717,"Nowitzki, Dirk",6,0.316,11,11
15,396,5,61,72,14,6,On,498,6,533,6,194,6,0.364,5,1477,6,656,6,0.444,6,368,4,304,3,0.826,5,44,1,On/Off Court,29,16,864.621666667,6,156,6,341,355,5,12,-70.0,12,1810,6,654,6,153,6,DAL,1610612742,Dallas Mavericks,203.0,12,203939,"Powell, Dwight",15,0.341,7,1
16,487,3,83,82,15,4,On,679,3,698,3,263,3,0.377,3,1879,3,843,3,0.449,3,357,5,276,5,0.773,14,36,8,On/Off Court,23,10,1096.41,3,172,4,455,410,3,15,-64.0,11,2225,3,851,3,163,4,DAL,1610612742,Dallas Mavericks,271.0,15,101114,"Williams, Deron",13,0.361,3,6
0,151,10,35,47,6,10,On,237,11,165,10,54,11,0.327,11,672,10,284,10,0.423,11,153,11,119,11,0.778,13,32,10,On/Off Court,17,7,371.283333333,10,89,10,171,125,11,6,-119.0,15,741,10,326,10,65,10,IND,1610612754,Indiana Pacers,120.0,6,202730,"Allen, Lavoy",15,0.469,13,10
1,245,9,59,64,7,8,On,395,9,287,8,105,8,0.366,7,1060,9,465,9,0.439,8,234,9,187,9,0.799,12,40,6,On/Off Court,19,10,586.233333333,9,126,9,263,204,9,7,3.0,5,1222,9,521,9,91,9,IND,1610612754,Indiana Pacers,164.0,8,201166,"Brooks, Aaron",21,0.525,3,5
2,4,15,2,4,1,15,On,11,15,11,15,2,15,0.182,15,33,15,11,15,0.333,15,1,15,1,15,1.0,1,3,15,On/Off Court,3,1,14.4666666667,15,4,15,2,3,15,1,-1.0,6,25,15,15,15,1,15,IND,1610612754,Indiana Pacers,2.0,1,1626176,"Christmas, Rakeem",0,0.0,15,15
3,477,5,112,111,11,5,On,659,5,437,5,169,5,0.387,2,1730,5,813,5,0.47,5,468,5,384,5,0.821,7,35,9,On/Off Court,16,6,993.431666667,5,164,5,407,434,5,11,-47.0,12,2179,5,823,5,195,5,IND,1610612754,Indiana Pacers,297.0,11,101145,"Ellis, Monta",19,0.543,1,7
4,632,3,152,124,12,4,On,901,3,617,2,235,1,0.381,4,2202,3,1052,3,0.478,2,615,4,511,4,0.831,3,36,8,On/Off Court,17,7,1271.95833333,3,196,3,479,551,4,13,55.0,2,2850,3,1097,3,248,3,IND,1610612754,Indiana Pacers,378.0,12,202331,"George, Paul",19,0.528,2,7
5,273,8,46,78,8,9,On,434,8,285,9,103,9,0.361,10,1181,8,506,8,0.428,10,273,8,222,8,0.813,9,43,1,On/Off Court,21,13,645.048333333,8,135,8,299,240,8,8,-71.0,14,1337,8,569,8,93,8,IND,1610612754,Indiana Pacers,157.0,7,2744,"Jefferson, Al",22,0.512,7,1
6,357,7,73,91,9,7,On,542,7,416,7,152,7,0.365,8,1454,7,660,7,0.454,7,370,7,302,7,0.816,8,37,7,On/Off Court,18,9,801.035,7,157,7,373,299,7,10,39.0,3,1774,7,699,7,128,7,IND,1610612754,Indiana Pacers,211.0,9,101139,"Miles, CJ",19,0.514,5,7
7,38,14,7,14,3,14,On,53,14,42,14,12,14,0.286,13,159,14,67,14,0.421,12,38,13,27,13,0.711,14,19,13,On/Off Court,10,3,83.1316666667,14,23,14,27,29,14,2,-8.0,7,173,14,76,14,16,14,IND,1610612754,Indiana Pacers,23.0,2,1627777,"Niang, Georges",9,0.474,11,13
8,435,6,105,98,10,6,On,654,6,429,6,164,6,0.382,3,1617,6,752,6,0.465,6,436,6,349,6,0.8,11,41,5,On/Off Court,20,11,928.896666667,6,160,6,342,379,6,9,-21.0,8,2017,6,814,6,152,6,IND,1610612754,Indiana Pacers,281.0,10,203922,"Robinson, Glenn",21,0.512,6,5
9,118,12,28,29,4,12,On,181,12,133,12,43,12,0.323,12,512,12,213,12,0.416,13,109,12,91,12,0.835,2,26,11,On/Off Court,14,5,271.981666667,12,60,12,96,96,12,4,-52.0,13,560,12,241,12,47,11,IND,1610612754,Indiana Pacers,68.0,4,202338,"Seraphin, Kevin",12,0.462,14,11
10,126,11,31,43,5,11,On,240,10,153,11,57,10,0.373,6,601,11,259,11,0.431,9,171,10,141,10,0.825,4,17,14,On/Off Court,9,2,345.18,11,79,11,155,141,10,5,-44.0,11,716,11,319,11,47,11,IND,1610612754,Indiana Pacers,100.0,5,201155,"Stuckey, Rodney",8,0.471,12,14
11,668,1,169,152,15,2,On,956,2,623,1,227,4,0.364,9,2379,1,1132,1,0.476,3,695,1,573,1,0.824,5,43,1,On/Off Court,21,13,1383.26333333,1,212,1,511,621,1,15,-33.0,9,3064,1,1168,1,277,1,IND,1610612754,Indiana Pacers,427.0,15,201952,"Teague, Jeff",22,0.512,7,1
12,623,4,165,125,13,3,On,896,4,588,4,229,2,0.389,1,2132,4,1046,4,0.491,1,636,2,516,2,0.811,10,42,4,On/Off Court,20,11,1264.81166667,4,186,4,476,564,3,12,57.0,1,2837,4,1082,4,243,4,IND,1610612754,Indiana Pacers,418.0,14,1626167,"Turner, Myles",22,0.524,4,1
13,44,13,8,12,2,13,On,74,13,60,13,14,13,0.233,14,213,13,81,13,0.38,14,38,13,25,14,0.658,15,20,12,On/Off Court,10,3,106.978333333,13,25,13,35,30,13,3,-41.0,10,201,13,99,13,19,13,IND,1610612754,Indiana Pacers,28.0,3,1626202,"Young, Joe",10,0.5,10,12
14,654,2,173,148,14,1,On,957,1,614,3,229,2,0.373,5,2345,2,1114,2,0.475,4,623,3,512,3,0.822,6,43,1,On/Off Court,21,13,1352.3,2,209,2,504,584,2,14,8.0,4,2969,2,1166,2,258,2,IND,1610612754,Indiana Pacers,411.0,13,201152,"Young, Thaddeus",22,0.512,7,1
0,407,8,97,104,9,8,On,635,8,564,8,187,8,0.332,10,1634,8,701,8,0.429,10,408,8,294,8,0.721,7,46,1,On/Off Court,28,14,934.566666667,8,174,8,365,379,8,9,-157.0,15,1883,8,809,8,117,8,ORL,1610612753,Orlando Magic,274.0,9,201571,"Augustin, D.J.",18,0.391,6,1
1,477,6,129,123,11,5,On,776,6,615,4,208,4,0.338,5,1950,6,848,6,0.435,8,498,4,335,7,0.673,14,45,4,On/Off Court,27,11,1109.97,6,233,6,426,460,4,11,-159.0,16,2239,6,1009,6,148,6,ORL,1610612753,Orlando Magic,297.0,11,202687,"Biyombo, Bismack",18,0.4,2,1
2,2,16,1,1,2,16,On,4,16,3,16,0,16,0.0,16,11,16,5,16,0.455,4,5,15,3,16,0.6,16,1,16,On/Off Court,1,1,4.48333333333,16,5,15,1,3,16,1,6.0,1,13,16,9,16,1,16,ORL,1610612753,Orlando Magic,1.0,1,1626148,"Brown, Anthony",0,0.0,16,16
3,541,5,138,151,15,3,On,828,5,607,5,204,5,0.336,6,2133,5,936,5,0.439,7,524,3,375,3,0.716,8,36,8,On/Off Court,22,7,1188.91166667,5,248,5,468,452,7,13,-91.0,10,2451,5,1076,5,160,5,ORL,1610612753,Orlando Magic,329.0,12,203095,"Fournier, Evan",14,0.389,9,8
4,613,3,137,137,13,4,On,846,3,683,2,239,2,0.35,3,2288,3,1045,3,0.457,3,498,4,350,6,0.703,12,46,1,On/Off Court,28,14,1268.605,3,266,3,512,453,6,14,-116.0,12,2679,3,1112,3,177,4,ORL,1610612753,Orlando Magic,337.0,14,203932,"Gordon, Aaron",18,0.391,6,1
5,471,7,123,115,10,7,On,758,7,580,7,193,6,0.333,9,1920,7,824,7,0.429,9,493,6,352,5,0.714,11,45,4,On/Off Court,27,11,1063.27666667,7,227,7,393,456,5,10,-137.0,14,2193,7,985,7,145,7,ORL,1610612753,Orlando Magic,289.0,10,201145,"Green, Jeff",18,0.4,2,1
6,135,11,35,26,6,11,On,192,11,218,11,66,11,0.303,15,555,11,218,11,0.393,14,109,11,76,11,0.697,13,33,10,On/Off Court,22,7,310.793333333,11,71,11,110,127,11,6,-90.0,9,578,11,263,11,34,11,ORL,1610612753,Orlando Magic,87.0,6,1626209,"Hezonja, Mario",11,0.333,14,10
7,670,1,161,147,14,1,On,934,2,714,1,247,1,0.346,4,2441,2,1115,1,0.457,2,536,2,394,2,0.735,6,45,4,On/Off Court,27,11,1358.27833333,1,267,2,551,482,2,16,-122.0,13,2871,1,1201,2,187,2,ORL,1610612753,Orlando Magic,373.0,16,201586,"Ibaka, Serge",18,0.4,2,1
8,273,9,49,44,8,9,On,327,10,315,9,117,9,0.371,1,946,9,451,9,0.477,1,198,10,149,9,0.753,3,24,12,On/Off Court,14,5,520.48,9,89,10,190,187,10,8,-53.0,7,1168,9,416,10,88,9,ORL,1610612753,Orlando Magic,137.0,8,201975,"Meeks, Jodie",10,0.417,1,11
9,12,14,2,0,1,15,On,11,15,22,15,8,14,0.364,2,46,15,16,15,0.348,16,5,15,5,14,1.0,1,8,14,On/Off Court,5,2,28.3333333333,15,4,16,8,6,15,2,-15.0,5,45,15,15,15,4,14,ORL,1610612753,Orlando Magic,10.0,3,202620,"Onuaku, Arinze",3,0.375,10,14
10,643,2,154,151,15,2,On,936,1,669,3,220,3,0.329,11,2444,1,1101,2,0.45,5,576,1,412,1,0.715,9,46,1,On/Off Court,28,14,1338.88,2,281,1,522,514,1,15,-106.0,11,2834,2,1217,1,201,1,ORL,1610612753,Orlando Magic,337.0,14,203901,"Payton, Elfrid",18,0.391,6,1
11,70,12,15,22,5,12,On,120,12,137,12,43,12,0.314,13,337,12,138,12,0.409,13,72,12,54,12,0.75,4,27,11,On/Off Court,18,6,183.325,12,36,12,70,69,12,5,-2.0,2,373,12,156,12,30,12,ORL,1610612753,Orlando Magic,50.0,5,204014,"Rudez, Damjan",9,0.333,14,12
12,574,4,128,128,12,6,On,845,4,595,6,192,7,0.323,12,2199,4,975,4,0.443,6,492,7,362,4,0.736,5,43,7,On/Off Court,26,10,1202.82833333,4,253,4,435,461,3,12,-76.0,8,2504,4,1098,4,180,3,ORL,1610612753,Orlando Magic,331.0,13,202696,"Vucevic, Nikola",17,0.395,5,7
13,194,10,46,38,7,10,On,331,9,280,10,85,10,0.304,14,846,10,353,10,0.417,11,203,9,145,10,0.714,10,34,9,On/Off Court,22,7,470.305,10,98,9,179,195,9,7,-36.0,6,936,10,429,9,70,10,ORL,1610612753,Orlando Magic,132.0,7,201228,"Watson, CJ",12,0.353,13,9
14,37,13,7,2,4,13,On,46,13,69,13,23,13,0.333,7,145,13,54,13,0.372,15,22,13,20,13,0.909,2,16,13,On/Off Court,10,4,75.33,13,20,13,29,29,13,4,-7.0,3,151,13,66,13,9,13,ORL,1610612753,Orlando Magic,19.0,4,203912,"Wilcox, CJ",6,0.375,10,13
15,11,15,3,1,2,14,On,21,14,24,14,8,14,0.333,7,60,14,25,14,0.417,12,6,14,4,15,0.667,15,8,14,On/Off Court,5,2,31.6333333333,14,8,14,11,7,14,3,-9.0,4,62,14,29,14,4,14,ORL,1610612753,Orlando Magic,7.0,2,1627757,"Zimmerman, Stephen",3,0.375,10,14
0,706,1,143,178,14,2,On,1047,2,805,2,298,2,0.37,5,2498,2,1118,2,0.448,4,759,2,615,1,0.81,2,41,5,On/Off Court,19,10,1412.26333333,2,269,3,490,591,2,15,132.0,3,3149,2,1316,2,208,1,CHA,1610612766,Charlotte Hornets,362.0,15,201587,"Batum, Nicolas",22,0.537,6,4
1,481,7,107,99,9,4,On,708,7,546,7,199,7,0.364,6,1701,7,760,7,0.447,5,485,7,386,7,0.796,4,39,6,On/Off Court,18,8,954.32,7,152,7,337,406,6,10,22.0,7,2105,7,860,7,126,7,CHA,1610612766,Charlotte Hornets,230.0,9,201158,"Belinelli, Marco",21,0.538,5,6
2,34,12,6,11,3,12,On,73,12,54,12,18,12,0.333,11,139,12,53,12,0.381,12,56,12,41,12,0.732,12,14,12,On/Off Court,6,4,86.0083333333,12,14,12,28,40,12,4,-12.0,11,165,12,87,12,7,12,CHA,1610612766,Charlotte Hornets,27.0,4,1626203,"Graham, Treveon",8,0.571,4,12
3,7,14,0,3,2,13,On,13,14,12,14,5,14,0.417,1,25,14,8,14,0.32,14,10,14,6,14,0.6,14,5,14,On/Off Court,3,2,16.5666666667,14,2,14,6,6,14,2,-5.0,9,27,14,15,14,0,14,CHA,1610612766,Charlotte Hornets,5.0,2,1626151,"Harrison, Aaron",2,0.4,15,14
4,267,9,53,55,6,11,On,373,11,272,10,79,11,0.29,13,882,11,383,11,0.434,9,274,10,205,10,0.748,11,30,10,On/Off Court,15,6,502.888333333,10,73,11,174,227,10,5,-67.0,15,1050,10,446,11,61,10,CHA,1610612766,Charlotte Hornets,132.0,6,201150,"Hawes, Spencer",15,0.5,11,10
5,244,10,75,58,7,9,On,494,9,324,9,117,9,0.361,8,1044,9,452,9,0.433,10,340,9,280,9,0.824,1,37,8,On/Off Court,18,8,599.16,9,114,9,235,259,9,7,-8.0,10,1301,9,608,9,72,9,CHA,1610612766,Charlotte Hornets,156.0,7,201579,"Hibbert, Roy",19,0.514,10,8
6,514,4,106,113,10,5,On,773,4,567,5,205,6,0.362,7,1801,5,829,4,0.46,1,532,4,423,4,0.795,5,42,4,On/Off Court,21,14,1025.15833333,5,173,6,368,415,5,12,27.0,6,2286,4,946,5,138,6,CHA,1610612766,Charlotte Hornets,256.0,12,1626163,"Kaminsky, Frank",21,0.5,11,6
7,623,3,137,174,13,3,On,949,3,682,3,244,3,0.358,9,2264,3,994,3,0.439,7,643,3,510,3,0.793,7,43,2,On/Off Court,20,12,1279.78333333,3,277,2,429,531,3,13,92.0,4,2742,3,1226,3,190,3,CHA,1610612766,Charlotte Hornets,321.0,13,203077,"Kidd-Gilchrist, Michael",23,0.535,7,1
8,204,11,67,50,5,10,On,389,10,246,11,81,10,0.329,12,883,10,384,10,0.435,8,255,11,200,11,0.784,8,28,11,On/Off Court,14,5,498.153333333,11,101,10,193,211,11,6,-18.0,12,1049,11,490,10,55,11,CHA,1610612766,Charlotte Hornets,125.0,5,203087,"Lamb, Jeremy",14,0.5,11,11
9,23,13,0,12,4,13,On,49,13,38,13,8,13,0.211,14,105,13,35,13,0.333,13,37,13,24,13,0.649,13,12,13,On/Off Court,5,3,64.7033333333,13,13,13,23,26,13,3,-23.0,13,102,13,62,13,7,12,CHA,1610612766,Charlotte Hornets,18.0,3,203148,"Roberts, Brian",7,0.583,3,13
10,369,8,77,69,8,8,On,567,8,363,8,123,8,0.339,10,1291,8,578,8,0.448,3,381,8,294,8,0.772,10,44,1,On/Off Court,21,14,730.81,8,137,8,263,314,8,8,-50.0,14,1573,8,704,8,99,8,CHA,1610612766,Charlotte Hornets,197.0,8,201196,"Sessions, Ramon",23,0.523,9,1
11,691,2,153,191,15,1,On,1070,1,849,1,316,1,0.372,3,2574,1,1148,1,0.446,6,764,1,615,1,0.805,3,43,2,On/Off Court,20,12,1449.11,1,289,1,489,611,1,14,178.0,1,3227,1,1359,1,200,2,CHA,1610612766,Charlotte Hornets,345.0,14,202689,"Walker, Kemba",23,0.535,7,1
12,490,6,99,143,12,6,On,747,5,600,4,223,4,0.372,4,1854,4,789,6,0.426,11,513,5,407,5,0.793,6,38,7,On/Off Court,19,10,1025.31833333,4,225,4,347,428,4,11,72.0,5,2208,5,972,4,149,5,CHA,1610612766,Charlotte Hornets,249.0,11,101107,"Williams, Marvin",19,0.5,11,8
13,1,15,0,1,1,13,On,4,15,3,15,0,15,0.0,15,7,15,2,15,0.286,15,0,15,0,15,0.0,15,1,15,On/Off Court,0,1,3.25,15,0,15,2,0,15,1,-3.0,8,4,15,4,15,0,14,CHA,1610612766,Charlotte Hornets,1.0,1,1626174,"Wood, Christian",1,1.0,1,15
14,501,5,97,128,11,7,On,719,6,549,6,209,5,0.381,2,1757,6,797,5,0.454,2,496,6,389,6,0.784,9,37,8,On/Off Court,15,6,987.506666667,6,206,5,316,400,7,9,178.0,1,2192,6,925,6,158,4,CHA,1610612766,Charlotte Hornets,246.0,10,203469,"Zeller, Cody",22,0.595,2,4
0,181,9,35,42,6,9,On,256,9,196,9,74,9,0.378,2,715,9,327,9,0.457,7,198,9,151,9,0.763,13,39,8,On/Off Court,25,6,413.773333333,9,101,9,194,166,9,6,-33.0,11,879,9,357,9,66,9,MIN,1610612750,Minnesota Timberwolves,125.0,6,202332,"Aldrich, Cole",14,0.359,9,6
1,305,8,77,73,8,7,On,469,7,380,6,120,7,0.316,11,1245,8,541,8,0.435,12,353,6,284,6,0.805,4,42,5,On/Off Court,26,8,719.161666667,8,176,8,382,311,7,9,-45.0,12,1486,8,645,8,119,8,MIN,1610612750,Minnesota Timberwolves,225.0,7,202357,"Bjelica, Nemanja",16,0.381,3,1
2,704,4,132,146,11,4,On,919,4,639,4,231,4,0.362,4,2451,4,1144,4,0.467,3,660,4,521,4,0.789,6,44,1,On/Off Court,28,10,1412.84166667,4,332,4,554,595,4,11,24.0,2,3040,4,1251,4,225,4,MIN,1610612750,Minnesota Timberwolves,433.0,11,203476,"Dieng, Gorgui",16,0.364,4,1
3,319,7,87,92,9,6,On,462,8,341,8,122,6,0.358,6,1294,6,579,7,0.447,11,351,7,273,7,0.778,12,44,1,On/Off Court,28,10,748.596666667,6,201,6,362,300,8,8,-64.0,13,1553,6,663,7,130,6,MIN,1610612750,Minnesota Timberwolves,233.0,8,1627739,"Dunn, Kris",16,0.364,4,1
4,10,13,3,4,2,13,On,24,13,13,13,3,13,0.231,12,64,13,29,13,0.453,8,22,13,21,13,0.955,1,5,13,On/Off Court,3,2,39.6166666667,13,10,13,19,17,13,2,6.0,5,82,13,34,13,9,13,MIN,1610612750,Minnesota Timberwolves,11.0,2,201941,"Hill, Jordan",2,0.4,2,14
5,120,10,21,25,5,11,On,172,10,142,10,54,10,0.38,1,470,10,215,10,0.457,6,170,10,133,10,0.782,9,25,10,On/Off Court,16,5,271.346666667,10,64,10,150,143,10,5,42.0,1,617,10,236,10,45,10,MIN,1610612750,Minnesota Timberwolves,81.0,5,1626145,"Jones, Tyus",9,0.36,8,10
6,732,3,141,177,13,3,On,949,3,714,3,257,3,0.36,5,2654,3,1220,3,0.46,5,695,3,552,3,0.794,5,41,6,On/Off Court,28,10,1524.82,3,377,3,639,621,3,12,-105.0,14,3249,3,1326,3,237,3,MIN,1610612750,Minnesota Timberwolves,470.0,12,203897,"LaVine, Zach",13,0.317,12,8
7,3,14,2,0,1,14,On,7,14,7,14,1,14,0.143,14,15,14,6,14,0.4,14,14,14,13,14,0.929,2,5,13,On/Off Court,2,1,10.68,14,2,14,2,7,14,1,12.0,3,26,14,9,14,2,14,MIN,1610612750,Minnesota Timberwolves,3.0,1,101249,"Lucas III, John",3,0.6,1,12
8,338,6,77,68,7,7,On,512,6,352,7,113,8,0.321,10,1293,7,581,6,0.449,9,345,8,270,8,0.783,8,40,7,On/Off Court,26,8,744.278333333,7,179,7,350,313,6,7,4.0,6,1545,7,691,6,128,7,MIN,1610612750,Minnesota Timberwolves,247.0,9,203498,"Muhammad, Shabazz",14,0.35,10,6
9,32,12,11,6,3,12,On,49,12,43,12,8,12,0.186,13,143,12,60,12,0.42,13,57,12,42,12,0.737,14,10,12,On/Off Court,7,3,87.6216666667,12,21,12,42,44,12,3,-19.0,8,170,12,70,12,14,12,MIN,1610612750,Minnesota Timberwolves,26.0,3,203940,"Payne, Adreian",3,0.3,13,12
10,608,5,105,121,10,5,On,800,5,547,5,183,5,0.335,8,2066,5,960,5,0.465,4,601,5,473,5,0.787,7,38,9,On/Off Court,25,6,1201.01833333,5,265,5,458,531,5,10,-31.0,10,2576,5,1065,5,169,5,MIN,1610612750,Minnesota Timberwolves,367.0,10,201937,"Rubio, Ricky",13,0.342,11,8
11,98,11,24,19,4,10,On,161,11,102,11,34,11,0.333,9,372,11,167,11,0.449,10,119,11,97,11,0.815,3,16,11,On/Off Court,12,4,221.501666667,11,51,11,98,113,11,4,7.0,4,465,11,212,11,31,11,MIN,1610612750,Minnesota Timberwolves,66.0,4,201575,"Rush, Brandon",4,0.25,14,11
12,797,1,155,176,12,1,On,1032,2,717,2,260,1,0.363,3,2764,2,1298,2,0.47,1,800,2,623,2,0.779,11,44,1,On/Off Court,28,10,1588.35166667,2,380,2,648,692,2,13,-20.0,9,3479,2,1412,2,240,2,MIN,1610612750,Minnesota Timberwolves,492.0,13,1626157,"Towns, Karl-Anthony",16,0.364,4,1
13,793,2,155,181,14,1,On,1058,1,727,1,260,1,0.358,7,2834,1,1323,1,0.467,2,840,1,657,1,0.782,10,44,1,On/Off Court,28,10,1626.39166667,1,391,1,662,712,1,14,-8.0,7,3563,1,1449,1,245,1,MIN,1610612750,Minnesota Timberwolves,501.0,14,203952,"Wiggins, Andrew",16,0.364,4,1
0,673,2,126,136,14,2,On,821,2,844,2,312,2,0.37,7,2246,2,1026,2,0.457,5,536,3,439,3,0.819,7,36,8,On/Off Court,14,8,1257.15,2,232,3,541,482,3,14,1.0,10,2803,2,1053,2,198,1,BOS,1610612738,Boston Celtics,331.0,13,202340,"Bradley, Avery",22,0.611,7,8
1,269,10,44,63,6,10,On,372,10,340,10,112,10,0.329,12,966,10,426,10,0.441,8,242,10,184,10,0.76,10,42,1,On/Off Court,17,14,556.216666667,10,104,10,263,238,10,6,-40.0,14,1148,10,476,10,82,10,BOS,1610612738,Boston Celtics,154.0,6,1627759,"Brown, Jaylen",25,0.595,9,2
2,616,4,118,116,12,3,On,743,4,791,4,308,3,0.389,3,2019,4,941,4,0.466,2,494,4,409,4,0.828,5,35,9,On/Off Court,12,5,1126.25,4,202,5,454,444,4,12,156.0,1,2599,4,945,4,190,4,BOS,1610612738,Boston Celtics,274.0,11,203109,"Crowder, Jae",23,0.657,2,6
3,127,12,21,29,4,12,On,160,12,181,12,57,12,0.315,15,463,12,203,12,0.438,11,123,12,100,12,0.813,8,24,12,On/Off Court,8,4,253.148333333,12,57,12,118,112,12,4,-19.0,13,563,12,217,12,41,12,BOS,1610612738,Boston Celtics,56.0,4,101123,"Green, Gerald",16,0.667,1,11
4,606,5,117,107,11,4,On,724,5,779,5,303,4,0.389,4,1948,5,913,5,0.469,1,473,5,389,5,0.822,6,33,10,On/Off Court,12,5,1094.70833333,5,205,4,425,418,5,11,99.0,2,2518,5,929,5,168,5,BOS,1610612738,Boston Celtics,275.0,12,201143,"Horford, Al",21,0.636,4,10
