Receiver_Name,Passer_Name,Assists
"Marshall, Kendall","Covington, Robert",2
"Marshall, Kendall","Noel, Nerlens",2
"Marshall, Kendall","Brand, Elton",2
"Perkins, Kendrick","Cole, Norris",2
"Perkins, Kendrick","Babbitt, Luke",2
"Perkins, Kendrick","Robinson, Nate",2
"Faried, Kenneth","Nurkic, Jusuf",2
"Faried, Kenneth","Sampson, JaKarr",2
"Faried, Kenneth","Miller, Mike",2
"Bazemore, Kent","Patterson, Lamar",2
"Bazemore, Kent","Hardaway Jr., Tim",2
"Bazemore, Kent","Muscala, Mike",2
"Durant, Kevin","Morrow, Anthony",2
"Garnett, Kevin","Martin, Kevin",2
"Garnett, Kevin","Prince, Tayshaun",2
"Martin, Kevin","Bjelica, Nemanja",2
"Martin, Kevin","Leonard, Kawhi",2
"Martin, Kevin","Ginobili, Manu",2
"Martin, Kevin","Miller, Andre",2
"Seraphin, Kevin","O'Quinn, Kyle",2
"Seraphin, Kevin","Vujacic, Sasha",2
"Thompson, Klay","Barbosa, Leandro",2
"Bryant, Kobe","Black, Tarik",2
"Koufos, Kosta","Acy, Quincy",2
"Papanikolaou, Kostas","Nelson, Jameer",2
"Humphries, Kris","Muscala, Mike",2
"Humphries, Kris","Booker, Devin",2
"Humphries, Kris","Neal, Gary",2
"Anderson, Kyle","Marjanovic, Boban",2
"Korver, Kyle","Patterson, Lamar",2
"Korver, Kyle","Muscala, Mike",2
"Korver, Kyle","Humphries, Kris",2
"Lowry, Kyle","Nogueira, Lucas",2
"O'Quinn, Kyle","Porzingis, Kristaps",2
"O'Quinn, Kyle","Early, Cleanthony",2
"O'Quinn, Kyle","Seraphin, Kevin",2
"Singler, Kyle","Adams, Steven",2
"Singler, Kyle","Augustin, D.J.",2
"Irving, Kyrie","Mozgov, Timofey",2
"Irving, Kyrie","Varejao, Anderson",2
"Aldridge, LaMarcus","Butler, Rasual",2
"Patterson, Lamar","Teague, Jeff",2
"Patterson, Lamar","Millsap, Paul",2
"Stephenson, Lance","Smith, Josh",2
"Stephenson, Lance","Farmar, Jordan",2
"Stephenson, Lance","Randolph, Zach",2
"Nance Jr., Larry","World Peace, Metta",2
"Allen, Lavoy","Robinson, Glenn",2
"Allen, Lavoy","Budinger, Chase",2
"Allen, Lavoy","Mahinmi, Ian",2
"James, LeBron","Cunningham, Jared",2
"James, LeBron","Frye, Channing",2
"Barbosa, Leandro","McAdoo, James Michael",2
"Barbosa, Leandro","Thompson, Jason",2
"Barbosa, Leandro","Bogut, Andrew",2
"Amundson, Lou","Anthony, Carmelo",2
"Williams, Lou","Brown, Anthony",2
"Williams, Lou","World Peace, Metta",2
"Mbah a Moute, Luc","Stephenson, Lance",2
"Mbah a Moute, Luc","Green, Jeff",2
"Mbah a Moute, Luc","Smith, Josh",2
"Nogueira, Lucas","Powell, Norman",2
"Nogueira, Lucas","Wright, Delon",2
"Nogueira, Lucas","Ross, Terrence",2
"Scola, Luis","Valanciunas, Jonas",2
"Scola, Luis","Patterson, Patrick",2
"Babbitt, Luke","Ennis, James",2
"Babbitt, Luke","Gordon, Eric",2
"Deng, Luol","Chalmers, Mario",2
"Ginobili, Manu","Butler, Rasual",2
"Gasol, Marc","Green, JaMychal",2
"Huertas, Marcelo","Black, Tarik",2
"Huertas, Marcelo","Young, Nick",2
"Gortat, Marcin","Oubre, Kelly",2
"Gortat, Marcin","Thornton, Marcus",2
"Gortat, Marcin",Nene,2
"Belinelli, Marco","Cauley-Stein, Willie",2
"Belinelli, Marco","Acy, Quincy",2
"Morris, Marcus","Bullock, Reggie",2
"Thornton, Marcus","Capela, Clint",2
"Thornton, Marcus","Terry, Jason",2
"Thornton, Marcus","Hickson, JJ",2
"Thornton, Marcus","Gortat, Marcin",2
"Chalmers, Mario","Winslow, Justise",2
"Hezonja, Mario","Nicholson, Andrew",2
"Hezonja, Mario","Harris, Tobias",2
"Brown, Markel","Ellington, Wayne",2
"Brown, Markel","Bargnani, Andrea",2
"Morris, Markieff","Brown, Lorenzo",2
"Morris, Markieff","Len, Alex",2
"Morris, Markieff","Weems, Sonny",2
"Williams, Marvin","Lamb, Jeremy",2
"Barnes, Matt","Hairston, PJ",2
"Barnes, Matt","Wright, Brandan",2
"Barnes, Matt","Hollins, Ryan",2
"Bonner, Matt","Marjanovic, Boban",2
"Bonner, Matt","Anderson, Kyle",2
"Bonner, Matt","Leonard, Kawhi",2
"Bonner, Matt","West, David",2
"Bonner, Matt","Parker, Tony",2
"Dellavedova, Matthew","Varejao, Anderson",2
"Dellavedova, Matthew","Jones, James",2
"World Peace, Metta","Black, Tarik",2
"Leonard, Meyers","Connaughton, Pat",2
"Beasley, Michael","Brewer, Corey",2
"Carter-Williams, Michael","O'Bryant, Johnny",2
"Kidd-Gilchrist, Michael","Lin, Jeremy",2
"Dunleavy, Mike","Gibson, Taj",2
"Miller, Mike","Lauvergne, Joffrey",2
"Miller, Mike","Barton, Will",2
"Muscala, Mike","Holiday, Justin",2
"Muscala, Mike","Horford, Al",2
"Plumlee, Miles","Henson, John",2
"Plumlee, Miles","Mayo, O.J.",2
"Teletovic, Mirza","Cotton, Bryce",2
"Teletovic, Mirza","Brown, Lorenzo",2
"Teletovic, Mirza","Budinger, Chase",2
"Teletovic, Mirza","Chandler, Tyson",2
"McGary, Mitch","Payne, Cameron",2
"McGary, Mitch","Augustin, D.J.",2
"Williams, Mo","Shumpert, Iman",2
"Williams, Mo","Thompson, Tristan",2
"Williams, Mo","Frye, Channing",2
"Ellis, Monta","Young, Joe",2
"Ellis, Monta","Miles, CJ",2
"Harrell, Montrezl","Thornton, Marcus",2
"Harrell, Montrezl","Beasley, Michael",2
"Harrell, Montrezl","Ariza, Trevor",2
"Harrell, Montrezl","Terry, Jason",2
"Turner, Myles","Allen, Lavoy",2
"Bjelica, Nemanja","Payne, Adreian",2
"Bjelica, Nemanja","Dieng, Gorgui",2
Nene,"Neal, Gary",2
Nene,"Thornton, Marcus",2
Nene,"Anderson, Alan",2
Nene,"Gortat, Marcin",2
"Noel, Nerlens","Sampson, JaKarr",2
"Noel, Nerlens","Wroten, Tony",2
"Collison, Nick","Singler, Kyle",2
"Young, Nick","Hibbert, Roy",2
"Batum, Nicolas","Kidd-Gilchrist, Michael",2
"Batum, Nicolas","Hansbrough, Tyler",2
"Stauskas, Nik","Sampson, JaKarr",2
"Jokic, Nikola","Sampson, JaKarr",2
"Jokic, Nikola","Lauvergne, Joffrey",2
"Jokic, Nikola","Papanikolaou, Kostas",2
"Pekovic, Nikola","LaVine, Zach",2
"Pekovic, Nikola","Prince, Tayshaun",2
"Vucevic, Nikola","Watson, CJ",2
"Vucevic, Nikola","Smith, Jason",2
"Vonleh, Noah","Frazier, Tim",2
"Vonleh, Noah","Roberts, Brian",2
"Vonleh, Noah","Davis, Ed",2
"Vonleh, Noah","Henderson, Gerald",2
"Powell, Norman","Ross, Terrence",2
"Cole, Norris","Dejean-Jones, Bryce",2
"Cole, Norris","Ajinca, Alexis",2
"Mayo, O.J.","Vaughn, Rashad",2
"Johnson, Orlando","Douglas, Toney",2
"Johnson, Orlando","Morris, Markieff",2
"Porter, Otto","Gooden, Drew",2
"Hairston, PJ","Jefferson, Al",2
"Hairston, PJ","Munford, Xavier",2
"Hairston, PJ","Green, JaMychal",2
"Tucker, PJ","McRae, Jordan",2
"Tucker, PJ","Pressey, Phil",2
"Connaughton, Pat","Roberts, Brian",2
"Beverley, Patrick","Smith, Josh",2
"Beverley, Patrick","Terry, Jason",2
"Patterson, Patrick","Powell, Norman",2
"Mills, Patty","Marjanovic, Boban",2
"Mills, Patty","Martin, Kevin",2
"Millsap, Paul","Splitter, Tiago",2
"Pierce, Paul","Aldrich, Cole",2
"Pierce, Paul","Smith, Josh",2
"Pressey, Phil","Okafor, Jahlil",2
"Acy, Quincy","Cauley-Stein, Willie",2
"Hunter, RJ","Smart, Marcus",2
"Hunter, RJ","Lee, David",2
"Rondo, Rajon","Cauley-Stein, Willie",2
"Rondo, Rajon","Curry, Seth",2
"Rondo, Rajon","Koufos, Kosta",2
"Christmas, Rakeem","Stuckey, Rodney",2
"Sessions, Ramon","Oubre, Kelly",2
"Sessions, Ramon","Anderson, Alan",2
"Foye, Randy","Harris, Gary",2
"Foye, Randy","Papanikolaou, Kostas",2
"Foye, Randy","Gallinari, Danilo",2
"Vaughn, Rashad","O'Bryant, Johnny",2
"Vaughn, Rashad","Plumlee, Miles",2
"Vaughn, Rashad","Monroe, Greg",2
"Butler, Rasual","McCallum, Ray",2
"Butler, Rasual","Green, Danny",2
"Neto, Raul","Millsap, Elijah",2
"McCallum, Ray","Martin, Jarell",2
"McCallum, Ray","Butler, Rasual",2
"Felton, Raymond","Mejri, Salah",2
"Jefferson, Richard","McRae, Jordan",2
"Jefferson, Richard","Jones, James",2
"Holmes, Richaun","Pressey, Phil",2
"Holmes, Richaun","Wroten, Tony",2
"Rubio, Ricky","Pekovic, Nikola",2
"Covington, Robert","Holmes, Richaun",2
"Covington, Robert","Sampson, JaKarr",2
"Covington, Robert","Landry, Carl",2
"Sacre, Robert","Randle, Julius",2
"Sacre, Robert","Clarkson, Jordan",2
"Sacre, Robert","Williams, Lou",2
"Hood, Rodney","Millsap, Elijah",2
"Hollis-Jefferson, Rondae","Kilpatrick, Sean",2
"Hollis-Jefferson, Rondae","Brown, Markel",2
"Hibbert, Roy","Nance Jr., Larry",2
"Hibbert, Roy","World Peace, Metta",2
"Gay, Rudy","Butler, Caron",2
"Gobert, Rudy","Lyles, Trey",2
"Gobert, Rudy","Johnson, Chris",2
"Westbrook, Russell","Payne, Cameron",2
"Westbrook, Russell","Singler, Kyle",2
"Westbrook, Russell","Collison, Nick",2
"Anderson, Ryan","Ajinca, Alexis",2
"Hollins, Ryan","McCallum, Ray",2
"Hollins, Ryan","Green, Jeff",2
"Hollins, Ryan","Conley, Mike",2
"Kelly, Ryan","Williams, Lou",2
"Kelly, Ryan","Bass, Brandon",2
"Mejri, Salah","Anderson, Justin",2
"Mejri, Salah","Parsons, Chandler",2
"Mejri, Salah","Matthews, Wesley",2
"Kaun, Sasha","Cunningham, Jared",2
"Kaun, Sasha","Shumpert, Iman",2
"Vujacic, Sasha","Early, Cleanthony",2
"Vujacic, Sasha","Thomas, Lance",2
"Kilpatrick, Sean","Lauvergne, Joffrey",2
"Kilpatrick, Sean","Arthur, Darrell",2
"Ibaka, Serge","Singler, Kyle",2
"Ibaka, Serge","Foye, Randy",2
"Karasev, Sergey","Lopez, Brook",2
"Curry, Seth","Belinelli, Marco",2
"Curry, Seth","Butler, Caron",2
"Muhammad, Shabazz","Smith, Greg",2
"Napier, Shabazz","Oladipo, Victor",2
"Napier, Shabazz","Harris, Tobias",2
"Napier, Shabazz","Vucevic, Nikola",2
"Larkin, Shane","Hollis-Jefferson, Rondae",2
"Larkin, Shane","Sloan, Donald",2
"Larkin, Shane","Jack, Jarrett",2
"Livingston, Shaun","Clark, Ian",2
"Mack, Shelvin","Hardaway Jr., Tim",2
"Mack, Shelvin","Muscala, Mike",2
"Mack, Shelvin","Korver, Kyle",2
"Mack, Shelvin","Ingles, Joe",2
"Mack, Shelvin","Neto, Raul",2
"Hill, Solomon","Allen, Lavoy",2
"Hill, Solomon","Mahinmi, Ian",2
"Weems, Sonny","Warren, TJ",2
"Weems, Sonny","Teletovic, Mirza",2
"Weems, Sonny","Knight, Brandon",2
"Weems, Sonny","Bledsoe, Eric",2
"Hawes, Spencer","Hairston, PJ",2
"Hawes, Spencer","Daniels, Troy",2
"Hawes, Spencer","Gutierrez, Jorge",2
"Johnson, Stanley","Bullock, Reggie",2
"Curry, Stephen","Clark, Ian",2
"Curry, Stephen","Varejao, Anderson",2
"Blake, Steve","Hilliard, Darrun",2
"Blake, Steve","Ilyasova, Ersan",2
"Adams, Steven","Morrow, Anthony",2
"Adams, Steven","Augustin, D.J.",2
"Adams, Steven","Foye, Randy",2
"McConnell, TJ","Smith, Ish",2
"Gibson, Taj","Portis, Bobby",2
"Black, Tarik","Clarkson, Jordan",2
"Prince, Tayshaun","Muhammad, Shabazz",2
"Jones, Terrence","Harrell, Montrezl",2
"Rozier, Terry","Hunter, RJ",2
"Rozier, Terry","Turner, Evan",2
"Robinson, Thomas","Kilpatrick, Sean",2
"Robinson, Thomas","Reed, Willie",2
"Robinson, Thomas","Lopez, Brook",2
"Robinson, Thomas","Johnson, Joe",2
"Splitter, Tiago","Patterson, Lamar",2
"Pleiss, Tibor","Johnson, Chris",2
"Duncan, Tim","Miller, Andre",2
"Frazier, Tim","Hamilton, Jordan",2
"Frazier, Tim","McCollum, CJ",2
"Mozgov, Timofey","Frye, Channing",2
"Harris, Tobias","Watson, CJ",2
"Douglas, Toney","Cole, Norris",2
"Douglas, Toney","Evans, Tyreke",2
"Douglas, Toney","Gordon, Eric",2
"Allen, Tony","Munford, Xavier",2
"Parker, Tony","Anderson, Kyle",2
"Parker, Tony","Diaw, Boris",2
"Snell, Tony","Felicio, Cristiano",2
"Snell, Tony","Moore, E'Twaun",2
"Wroten, Tony","Grant, Jerami",2
"Booker, Trevor","Millsap, Elijah",2
"Burke, Trey","Millsap, Elijah",2
"Lyles, Trey","Gobert, Rudy",2
"Lyles, Trey","Johnson, Chris",2
"Lyles, Trey","Burks, Alec",2
"Thompson, Tristan","Frye, Channing",2
"Daniels, Troy","Lamb, Jeremy",2
"Daniels, Troy","Hansbrough, Tyler",2
"Daniels, Troy","Lee, Courtney",2
"Lawson, Ty","Harrell, Montrezl",2
"Lawson, Ty","Hill, Solomon",2
"Ennis, Tyler","Copeland, Chris",2
"Ennis, Tyler","Henson, John",2
"Hansbrough, Tyler","Harrison, Aaron",2
"Hansbrough, Tyler","Lamb, Jeremy",2
"Johnson, Tyler","Richardson, Josh",2
"Johnson, Tyler","Chalmers, Mario",2
"Johnson, Tyler","Green, Gerald",2
"Johnson, Tyler","Udrih, Beno",2
"Zeller, Tyler","Lee, David",2
"Evans, Tyreke","Cole, Norris",2
"Evans, Tyreke","Smith, Ish",2
"Evans, Tyreke","Douglas, Toney",2
"Chandler, Tyson","Weems, Sonny",2
"Jones, Tyus","Wiggins, Andrew",2
"Jones, Tyus","Smith, Greg",2
"Haslem, Udonis","Dragic, Goran",2
"Haslem, Udonis","McRoberts, Josh",2
"Haslem, Udonis","Green, Gerald",2
"Oladipo, Victor","Dedmon, Dewayne",2
"Oladipo, Victor","Ilyasova, Ersan",2
"Carter, Vince","McCallum, Ray",2
"Carter, Vince","Wright, Brandan",2
"Carter, Vince","Andersen, Chris",2
"Tavares, Walter","Mack, Shelvin",2
"Ellington, Wayne","Kilpatrick, Sean",2
"Ellington, Wayne","Bargnani, Andrea",2
"Johnson, Wesley","Mbah a Moute, Luc",2
"Barton, Will","Toupane, Axel",2
"Barton, Will","Kilpatrick, Sean",2
"Cauley-Stein, Willie","Koufos, Kosta",2
"Reed, Willie","Ellington, Wayne",2
"Reed, Willie","Johnson, Joe",2
"Munford, Xavier","Stephenson, Lance",2
"Munford, Xavier","Farmar, Jordan",2
"Munford, Xavier","Barnes, Matt",2
"Munford, Xavier","Randolph, Zach",2
"Munford, Xavier","Carter, Vince",2
"LaVine, Zach","Payne, Adreian",2
"Randolph, Zach","Stephenson, Lance",2
"Pachulia, Zaza","Anderson, Justin",2
"Pachulia, Zaza","Villanueva, Charlie",2
"Brooks, Aaron","Snell, Tony",1
"Brooks, Aaron","Moore, E'Twaun",1
"Brooks, Aaron","Rose, Derrick",1
"Brooks, Aaron","Hinrich, Kirk",1
"Gordon, Aaron","Nicholson, Andrew",1
"Gordon, Aaron","Frye, Channing",1
"Harrison, Aaron","Daniels, Troy",1
"Harrison, Aaron","Gutierrez, Jorge",1
"Payne, Adreian","Towns, Karl-Anthony",1
"Payne, Adreian","Bjelica, Nemanja",1
"Payne, Adreian","Martin, Kevin",1
"Payne, Adreian","Prince, Tayshaun",1
"Payne, Adreian","Miller, Andre",1
"Horford, Al","Humphries, Kris",1
"Jefferson, Al","Gutierrez, Jorge",1
"Aminu, Al-Farouq","Roberts, Brian",1
"Anderson, Alan","Temple, Garrett",1
"Anderson, Alan","Hickson, JJ",1
"Anderson, Alan",Nene,1
"Williams, Alan","Price, Ronnie",1
"Burks, Alec","Millsap, Elijah",1
"Burks, Alec","Booker, Trevor",1
"Len, Alex","McRae, Jordan",1
"Len, Alex","Brown, Lorenzo",1
"Ajinca, Alexis","Davis, Anthony",1
"Ajinca, Alexis","Asik, Omer",1
"Ajinca, Alexis","Anderson, Ryan",1
"Ajinca, Alexis","Robinson, Nate",1
"Crabbe, Allen","Connaughton, Pat",1
"Gee, Alonzo","Johnson, Orlando",1
"Gee, Alonzo","Hamilton, Jordan",1
"Stoudemire, Amar'e","Richardson, Josh",1
"Stoudemire, Amar'e","Udrih, Beno",1
"Johnson, Amir","Jerebko, Jonas",1
"Varejao, Anderson","Shumpert, Iman",1
"Varejao, Anderson","Smith, J.R.",1
"Drummond, Andre","Dinwiddie, Spencer",1
"Iguodala, Andre","Clark, Ian",1
"Iguodala, Andre","Varejao, Anderson",1
"Miller, Andre","Towns, Karl-Anthony",1
"Miller, Andre","LaVine, Zach",1
"Miller, Andre","Marjanovic, Boban",1
"Miller, Andre","Bonner, Matt",1
"Miller, Andre","Duncan, Tim",1
"Roberson, Andre","Payne, Cameron",1
"Roberson, Andre","Morrow, Anthony",1
"Roberson, Andre","Augustin, D.J.",1
"Bogut, Andrew","McAdoo, James Michael",1
"Goudelock, Andrew","Harden, James",1
"Nicholson, Andrew","Marble, Devyn",1
"Nicholson, Andrew","Smith, Jason",1
"Wiggins, Andrew","Pekovic, Nikola",1
"Bennett, Anthony","Powell, Norman",1
"Bennett, Anthony","Wright, Delon",1
"Bennett, Anthony","Ross, Terrence",1
"Bennett, Anthony","Joseph, Cory",1
"Davis, Anthony","Frazier, Tim",1
"Davis, Anthony","Asik, Omer",1
"Davis, Anthony","Perkins, Kendrick",1
"Tolliver, Anthony","Dinwiddie, Spencer",1
"Tolliver, Anthony","Meeks, Jodie",1
"Goodwin, Archie","Warren, TJ",1
"Goodwin, Archie","McRae, Jordan",1
"Goodwin, Archie","Pressey, Phil",1
"Afflalo, Arron","Amundson, Lou",1
"Rivers, Austin","Wilcox, CJ",1
"Rivers, Austin","Mbah a Moute, Luc",1
"Rivers, Austin","Redick, JJ",1
"McLemore, Ben","Dukan, Duje",1
"McLemore, Ben","Koufos, Kosta",1
"McLemore, Ben","Butler, Caron",1
"Udrih, Beno","Smith, Russ",1
"Udrih, Beno","Dragic, Goran",1
"Udrih, Beno","Stoudemire, Amar'e",1
"Biyombo, Bismack","Powell, Norman",1
"Griffin, Blake","Johnson, Wesley",1
"Griffin, Blake","Green, Jeff",1
"Griffin, Blake","Smith, Josh",1
"Marjanovic, Boban","Leonard, Kawhi",1
"Marjanovic, Boban","Martin, Kevin",1
"Marjanovic, Boban","Butler, Rasual",1
"Marjanovic, Boban","Parker, Tony",1
"Marjanovic, Boban","Miller, Andre",1
"Marjanovic, Boban","Duncan, Tim",1
"Portis, Bobby","Felicio, Cristiano",1
"Portis, Bobby","Dunleavy, Mike",1
"Bogdanovic, Bojan","Reed, Willie",1
"Bogdanovic, Bojan","Sims, Henry",1
"Diaw, Boris","McCallum, Ray",1
"Diaw, Boris","Martin, Kevin",1
"Diaw, Boris","Butler, Rasual",1
"Diaw, Boris","Miller, Andre",1
"Diaw, Boris","Duncan, Tim",1
"Beal, Bradley","Anderson, Alan",1
"Beal, Bradley","Humphries, Kris",1
"Beal, Bradley","Gooden, Drew",1
"Wright, Brandan","Andersen, Chris",1
"Wright, Brandan","Randolph, Zach",1
"Wright, Brandan","Carter, Vince",1
"Dawson, Branden","Stephenson, Lance",1
"Bass, Brandon","Black, Tarik",1
"Jennings, Brandon","Caldwell-Pope, Kentavious",1
"Jennings, Brandon","Drummond, Andre",1
"Jennings, Brandon","Payton, Elfrid",1
"Jennings, Brandon","Napier, Shabazz",1
"Jennings, Brandon","Dedmon, Dewayne",1
"Jennings, Brandon","Vucevic, Nikola",1
"Knight, Brandon","Weems, Sonny",1
"Rush, Brandon","Varejao, Anderson",1
"Roberts, Brian","Daniels, Troy",1
"Roberts, Brian","Vonleh, Noah",1
"Roberts, Brian","Plumlee, Mason",1
"Roberts, Brian","Crabbe, Allen",1
"Roberts, Brian","Davis, Ed",1
"Roberts, Brian","Henderson, Gerald",1
"Weber, Briante","Hairston, PJ",1
"Lopez, Brook","Kilpatrick, Sean",1
"Lopez, Brook","Reed, Willie",1
"Lopez, Brook","Bargnani, Andrea",1
"Caboclo, Bruno","Powell, Norman",1
"Cotton, Bryce","Teletovic, Mirza",1
"Dejean-Jones, Bryce","Douglas, Toney",1
"Miles, CJ","Whittington, Shayne",1
"Watson, CJ","Napier, Shabazz",1
"Wilcox, CJ","Stephenson, Lance",1
"Wilcox, CJ","Pierce, Paul",1
"Bairstow, Cameron","Felicio, Cristiano",1
"Bairstow, Cameron","Portis, Bobby",1
"Bairstow, Cameron","Holiday, Justin",1
"Bairstow, Cameron","Moore, E'Twaun",1
"Bairstow, Cameron","Rose, Derrick",1
"Payne, Cameron","Augustin, D.J.",1
"Payne, Cameron","Westbrook, Russell",1
"Butler, Caron","McLemore, Ben",1
"Butler, Caron","Acy, Quincy",1
"Butler, Caron","Casspi, Omri",1
"Butler, Caron","Gay, Rudy",1
"Parsons, Chandler","Mejri, Salah",1
"Parsons, Chandler","Anderson, Justin",1
"Frye, Channing","Thompson, Tristan",1
"Frye, Channing","Jefferson, Richard",1
"Frye, Channing","Gordon, Aaron",1
"Hayes, Charles","Harden, James",1
"Villanueva, Charlie","Nowitzki, Dirk",1
"Budinger, Chase","Miles, CJ",1
"Budinger, Chase","Williams, Alan",1
"Budinger, Chase","Len, Alex",1
"Budinger, Chase","Knight, Brandon",1
"Andersen, Chris","Richardson, Josh",1
"Andersen, Chris","Udrih, Beno",1
"Copeland, Chris","O'Bryant, Johnny",1
"Copeland, Chris","Antetokounmpo, Giannis",1
"Copeland, Chris","Middleton, Khris",1
"Copeland, Chris","Monroe, Greg",1
"Copeland, Chris","Bayless, Jerryd",1
"Johnson, Chris","Ingles, Joe",1
"Johnson, Chris","Green, Erick",1
"Johnson, Chris","Burks, Alec",1
"Kaman, Chris","Connaughton, Pat",1
"Kaman, Chris","Plumlee, Mason",1
"Kaman, Chris","Crabbe, Allen",1
"Kaman, Chris","Aminu, Al-Farouq",1
"McCullough, Chris","Hollis-Jefferson, Rondae",1
"McCullough, Chris","Sims, Henry",1
"McCullough, Chris","Robinson, Thomas",1
"McCullough, Chris","Ellington, Wayne",1
"McCullough, Chris","Lopez, Brook",1
"Paul, Chris","Aldrich, Cole",1
"Paul, Chris","Johnson, Wesley",1
"Paul, Chris","Green, Jeff",1
"Wood, Christian","Okafor, Jahlil",1
"Wood, Christian","Grant, Jerami",1
"Wood, Christian","Covington, Robert",1
"Wood, Christian","Canaan, Isaiah",1
"Early, Cleanthony","O'Quinn, Kyle",1
"Alexander, Cliff","Frazier, Tim",1
"Alexander, Cliff","McCollum, CJ",1
"Capela, Clint","Jones, Terrence",1
"Capela, Clint","Goudelock, Andrew",1
"Aldrich, Cole","Griffin, Blake",1
"Aldrich, Cole","Mbah a Moute, Luc",1
"Aldrich, Cole","Redick, JJ",1
"Brewer, Corey","Capela, Clint",1
"Brewer, Corey","Beasley, Michael",1
"Jefferson, Cory","Cotton, Bryce",1
"Jefferson, Cory","Booker, Devin",1
"Jefferson, Cory","Morris, Markieff",1
"Jefferson, Cory","Bledsoe, Eric",1
"Jefferson, Cory","Tucker, PJ",1
"Joseph, Cory","Carroll, DeMarre",1
"Clarke, Coty","Rozier, Terry",1
"Clarke, Coty","Bradley, Avery",1
"Lee, Courtney","Daniels, Troy",1
"Lee, Courtney","Hawes, Spencer",1
"Lee, Courtney","Williams, Elliot",1
"Lee, Courtney","Wright, Brandan",1
"Felicio, Cristiano","McDermott, Doug",1
"Felicio, Cristiano","Mirotic, Nikola",1
"Felicio, Cristiano","Dunleavy, Mike",1
"Augustin, D.J.","Toupane, Axel",1
"Augustin, D.J.","Sampson, JaKarr",1
"Augustin, D.J.","Gallinari, Danilo",1
"Augustin, D.J.","Miller, Mike",1
"Augustin, D.J.","Payne, Cameron",1
"Augustin, D.J.","Adams, Steven",1
"Augustin, D.J.","Morrow, Anthony",1
"Augustin, D.J.","Westbrook, Russell",1
"Augustin, D.J.","Collison, Nick",1
"Jones, Dahntay","Mozgov, Timofey",1
"Inglis, Damien","Antetokounmpo, Giannis",1
"Inglis, Damien","Plumlee, Miles",1
"Inglis, Damien","Henson, John",1
"Inglis, Damien","Monroe, Greg",1
"Rudez, Damjan","Payne, Adreian",1
"Rudez, Damjan","Rubio, Ricky",1
"Rudez, Damjan","Prince, Tayshaun",1
"Green, Danny","McCallum, Ray",1
"Green, Danny","Martin, Kevin",1
"Hilliard, Darrun","Dinwiddie, Spencer",1
"Hilliard, Darrun","Caldwell-Pope, Kentavious",1
"Hilliard, Darrun","Drummond, Andre",1
"Lee, David","Rozier, Terry",1
"Lee, David","Smart, Marcus",1
"Lee, David","Zeller, Tyler",1
"Lee, David","Jerebko, Jonas",1
"Lee, David","Nowitzki, Dirk",1
"West, David","Martin, Kevin",1
"West, David","Bonner, Matt",1
"West, David","Butler, Rasual",1
"Blair, DeJuan","Porter, Otto",1
"DeRozan, DeMar","Wright, Delon",1
"DeRozan, DeMar","Thompson, Jason",1
"Cousins, DeMarcus","Cauley-Stein, Willie",1
"Cousins, DeMarcus","Koufos, Kosta",1
"Carroll, DeMarre","Nogueira, Lucas",1
"Carroll, DeMarre","Johnson, James",1
"Wright, Delon","Powell, Norman",1
"Wright, Delon","Thompson, Jason",1
"Schroder, Dennis","Muscala, Mike",1
"Schroder, Dennis","Mack, Shelvin",1
"Williams, Deron","Mejri, Salah",1
"Favors, Derrick","Lyles, Trey",1
"Rose, Derrick","Portis, Bobby",1
"Rose, Derrick","Bairstow, Cameron",1
"Rose, Derrick","Holiday, Justin",1
"Rose, Derrick","Brooks, Aaron",1
"Booker, Devin","Budinger, Chase",1
"Booker, Devin","Humphries, Kris",1
"Marble, Devyn","Gordon, Aaron",1
"Marble, Devyn","Payton, Elfrid",1
"Marble, Devyn","Dedmon, Dewayne",1
"Marble, Devyn","Nicholson, Andrew",1
"Marble, Devyn","Watson, CJ",1
"Dedmon, Dewayne","Marble, Devyn",1
"Dedmon, Dewayne","Napier, Shabazz",1
"Dedmon, Dewayne","Harris, Tobias",1
"Dedmon, Dewayne","Ilyasova, Ersan",1
"Waiters, Dion","Singler, Kyle",1
"Nowitzki, Dirk","Mejri, Salah",1
"Nowitzki, Dirk","Jenkins, John",1
"Sloan, Donald","McCullough, Chris",1
"Sloan, Donald","Hollis-Jefferson, Rondae",1
"Sloan, Donald","Brown, Markel",1
"Sloan, Donald","Robinson, Thomas",1
"Motiejunas, Donatas","Harrell, Montrezl",1
"Motiejunas, Donatas","Thornton, Marcus",1
"Motiejunas, Donatas","Terry, Jason",1
"McDermott, Doug","Snell, Tony",1
"Green, Draymond","McAdoo, James Michael",1
"Green, Draymond","Varejao, Anderson",1
"Gooden, Drew","Oubre, Kelly",1
"Gooden, Drew","Beal, Bradley",1
"Gooden, Drew",Nene,1
"Dukan, Duje","Curry, Seth",1
"Dukan, Duje","Acy, Quincy",1
"Powell, Dwight","Anderson, Justin",1
"Powell, Dwight","Jenkins, John",1
"Powell, Dwight","Evans, Jeremy",1
"Powell, Dwight","Matthews, Wesley",1
"Wade, Dwyane","Andersen, Chris",1
"Moore, E'Twaun","Holiday, Justin",1
"Davis, Ed","Vonleh, Noah",1
"Davis, Ed","Roberts, Brian",1
"Payton, Elfrid","Marble, Devyn",1
"Payton, Elfrid","Napier, Shabazz",1
